date,open,high,low,close,volume,Name
1/16/15,696.57,712.23,696.57,711.11,316094,CMG
1/20/15,714.89,716,702.5,705.78,340926,CMG
1/21/15,704.4,710.52,702.06,703.89,307494,CMG
1/22/15,706.81,715.182,703.54,713.44,301898,CMG
1/23/15,715.48,720.9999,713,713.69,324804,CMG
1/26/15,715.34,725.86,712.37,723.43,227992,CMG
1/27/15,718.38,724.83,716,721.33,275869,CMG
1/28/15,722.97,726.9794,710.64,711.99,244746,CMG
1/29/15,715.55,717.15,708.82,714.53,273697,CMG
1/30/15,714.64,716.98,707.72,709.84,385843,CMG
2/2/15,713.55,716.44,700.01,712.55,468728,CMG
2/3/15,716.5,726.63,710,726.63,1364246,CMG
2/4/15,680.28,686.72,667.15,676,2474736,CMG
2/5/15,679.8,679.99,670.03,670.91,830280,CMG
2/6/15,677,677.89,657.975,659.92,870189,CMG
2/9/15,655.78,658.07,647.28,648.01,646487,CMG
2/10/15,652,666.2495,648.93,665.03,734482,CMG
2/11/15,666.36,676.75,664,669.64,528842,CMG
2/12/15,671.08,672.24,665.26,670.29,288687,CMG
2/13/15,671.67,678.17,667.13,674.89,377436,CMG
2/17/15,674.46,677.67,669.3,670.93,280735,CMG
2/18/15,669.96,674.95,669,674.57,297043,CMG
2/19/15,674.6,682.52,672.24,673.28,295830,CMG
2/20/15,670.59,674.68,669.38,674,266295,CMG
2/23/15,673.47,679.72,670,671.17,215925,CMG
2/24/15,670.15,673.22,666.5178,667.91,235844,CMG
2/25/15,670.3,678.94,668.72,675.52,379171,CMG
2/26/15,675,678.89,669.14,670.29,282188,CMG
2/27/15,670.5,673.59,664.97,664.97,441101,CMG
3/2/15,664.97,673.3,663.05,670.86,398903,CMG
3/3/15,670.38,672.255,664.56,668.43,264424,CMG
3/4/15,664.6,667,659.25,664.16,305994,CMG
3/5/15,667.16,671.59,666.2,670.49,249801,CMG
3/6/15,666.92,666.92,657.61,658.68,381628,CMG
3/9/15,658.01,662.98,653.37,660.34,321824,CMG
3/10/15,657.14,658.325,652.3,654.74,240895,CMG
3/11/15,658.68,667.8,658.29,660.77,351071,CMG
3/12/15,662.53,671.59,662.33,670.39,277180,CMG
3/13/15,668,677.64,667.51,674.51,359380,CMG
3/16/15,676.09,682.5,676.09,678.88,275025,CMG
3/17/15,677,678.46,671.01,672,305635,CMG
3/18/15,669.26,674.63,662.7,673.28,476882,CMG
3/19/15,673.97,681.18,671,680.67,390698,CMG
3/20/15,684.96,689.23,682.44,686.65,457284,CMG
3/23/15,685.65,692.4306,682.833,687.34,279998,CMG
3/24/15,686.5,689.71,680.41,680.81,331964,CMG
3/25/15,680,683.13,665.74,665.97,370839,CMG
3/26/15,662.27,664.87,658.07,658.82,370439,CMG
3/27/15,660.51,668.64,658.01,662.72,286705,CMG
3/30/15,668.07,669.01,651.5,655.36,419919,CMG
3/31/15,653.82,659.255,650.54,650.54,332207,CMG
4/1/15,650,653.02,644.06,652.53,404976,CMG
4/2/15,653,656.06,648.88,652.39,308047,CMG
4/6/15,648.48,663.29,648,660.02,284243,CMG
4/7/15,659.42,664.29,654.74,658.46,323754,CMG
4/8/15,658.46,662.7,652.5,654.55,549697,CMG
4/9/15,653.79,654.5,648.57,651.72,375408,CMG
4/10/15,666.1,685,665,683.02,1194413,CMG
4/13/15,680.7,687.74,677,683.73,514403,CMG
4/14/15,681.16,687.2,676.14,677.85,438126,CMG
4/15/15,683.26,687.76,675.59,677.6,363695,CMG
4/16/15,678,684,677.1241,681.55,340688,CMG
4/17/15,678.79,685.23,673.05,683.95,519617,CMG
4/20/15,686.77,688.55,682.63,686.93,435759,CMG
4/21/15,691.4,699.03,689,692.52,1883305,CMG
4/22/15,655.13,656.99,635.25,641.23,3776595,CMG
4/23/15,641.98,643.48,635.25,635.6,1094338,CMG
4/24/15,638.58,639.73,634.129,637.5,793655,CMG
4/27/15,640.13,646.22,636.09,643.75,759807,CMG
4/28/15,643.75,646.9699,636.44,639.58,634716,CMG
4/29/15,637.7,638.7,626.75,630.07,789415,CMG
4/30/15,631.99,635,619.72,621.34,563440,CMG
5/1/15,628.96,634,626.922,634,523670,CMG
5/4/15,636.69,641.96,633.33,633.57,318622,CMG
5/5/15,631.84,634.95,625.19,625.67,421080,CMG
5/6/15,625.33,627.82,618.47,627.23,518877,CMG
5/7/15,627,633.41,625.39,628.82,318835,CMG
5/8/15,636,637.7,632.05,633.82,443517,CMG
5/11/15,630.33,637.5,628.32,635.67,416599,CMG
5/12/15,630.5,637.67,627.36,635.55,290573,CMG
5/13/15,636,639.5,634.05,635.32,326285,CMG
5/14/15,636.03,638.59,630.86,634.53,360817,CMG
5/15/15,634.75,636.44,629.05,632.37,437968,CMG
5/18/15,632.56,636.71,631.05,636.1,404073,CMG
5/19/15,637.44,639.8814,631.5,636.75,380069,CMG
5/20/15,632.93,635.9,627.01,628.24,520150,CMG
5/21/15,628.33,633.74,625.03,633.36,438761,CMG
5/22/15,635,635,625.78,626.44,550725,CMG
5/26/15,624.67,626.38,618.71,622.16,477475,CMG
5/27/15,623.16,624.4952,612.26,612.5,744773,CMG
5/28/15,617.5,636,616.86,629.42,893935,CMG
5/29/15,628,628.395,613.58,615.52,789125,CMG
6/1/15,615.01,618.9999,612.6,614.9,396218,CMG
6/2/15,613.1,616.75,610,610.57,371668,CMG
6/3/15,609,613.25,608,610.89,395333,CMG
6/4/15,606.1,613.95,603.01,611.57,508517,CMG
6/5/15,608.16,614.9,601.53,613.8,793011,CMG
6/8/15,611.93,612.92,607.77,608.12,436989,CMG
6/9/15,606.97,608.71,605.16,605.79,339662,CMG
6/10/15,605.64,609.4997,605.64,608.67,224765,CMG
6/11/15,609,613,605.56,605.86,242454,CMG
6/12/15,605,612.4,604.02,609.76,431727,CMG
6/15/15,607.5,608.49,602.73,604.17,442122,CMG
6/16/15,602.41,604.8976,598.04,600.62,384952,CMG
6/17/15,600.5,606.93,600.5,606.84,455457,CMG
6/18/15,607.87,610.58,605.44,606.2,385783,CMG
6/19/15,605.24,615.72,604.24,615.31,698190,CMG
6/22/15,617.5,623.18,616.85,619.25,507524,CMG
6/23/15,620.87,622.64,614.171,615.4,394936,CMG
6/24/15,615,615.69,610.32,610.53,305161,CMG
6/25/15,613.89,614.826,607.23,607.38,248736,CMG
6/26/15,608,612.85,605.38,609.46,259525,CMG
6/29/15,604.22,606.9999,599.5,600.05,372986,CMG
6/30/15,603,608.39,599.29,604.99,376062,CMG
7/1/15,606.31,611.62,603.55,606.57,237637,CMG
7/2/15,609.1,610.05,604.54,609.56,340190,CMG
7/6/15,599.85,609.85,597.33,607.17,535774,CMG
7/7/15,606.09,622.86,605.64,620.56,593049,CMG
7/8/15,619.4,624.53,611.65,612.85,522384,CMG
7/9/15,622.49,631,617.48,627.16,821204,CMG
7/10/15,630.11,640.31,627.96,639.42,784925,CMG
7/13/15,646.12,658.37,643.47,658,725531,CMG
7/14/15,658,660.9,654.2,655.46,597676,CMG
7/15/15,657.4,663.1108,653.28,661.19,569275,CMG
7/16/15,661.5,663.6,654.735,658.46,777628,CMG
7/17/15,658.32,664.27,657.03,661.95,561132,CMG
7/20/15,665.7,681.5599,665,678,972920,CMG
7/21/15,678,679.3649,670.07,673.07,1681197,CMG
7/22/15,695,729.65,694.4,725.82,3033888,CMG
7/23/15,723.5,734.5,721.6,725.94,1058957,CMG
7/24/15,725,729.095,724.31,728.79,591009,CMG
7/27/15,726,733.8,724.14,731.44,712736,CMG
7/28/15,735.15,737.47,726.51,730.78,433947,CMG
7/29/15,732,739.49,731.1611,738.42,595424,CMG
7/30/15,737,745,733.52,744.16,441770,CMG
7/31/15,745.73,746.4,740.14,742.23,386647,CMG
8/3/15,743.47,744.61,735.14,743.04,453770,CMG
8/4/15,741.99,749.75,740.56,748.09,399531,CMG
8/5/15,749.39,758.61,748.394,757.77,533888,CMG
8/6/15,758.49,758.49,746.01,749.6,405687,CMG
8/7/15,751.97,751.97,742.01,749.12,386150,CMG
8/10/15,755.67,755.67,743.68,744.24,434844,CMG
8/11/15,742.62,749.88,737.69,745.66,461122,CMG
8/12/15,741.15,747.97,733.96,745.98,447856,CMG
8/13/15,748.1,749.98,743.2,743.6,223298,CMG
8/14/15,745.94,748.7,741.09,748.34,241993,CMG
8/17/15,744.19,754.75,744.19,754.03,272288,CMG
8/18/15,754.05,758.269,745.1,745.92,410363,CMG
8/19/15,742.2,750.562,741.5,745.28,280830,CMG
8/20/15,741.31,744.765,734.2201,735.15,450134,CMG
8/21/15,729.48,731.4199,718.5,720.01,706666,CMG
8/24/15,695,723.4499,685,704.25,842769,CMG
8/25/15,722.26,722.94,695.39,695.39,696527,CMG
8/26/15,703.15,708.24,691.865,707.64,732348,CMG
8/27/15,713.12,730,710.2436,727.17,583845,CMG
8/28/15,725,728.17,717.09,721.2,235584,CMG
8/31/15,719.79,722.1,707.5,710.01,464738,CMG
9/1/15,697.95,714.19,696.1,706.71,409452,CMG
9/2/15,713.69,724,710.58,723.87,374277,CMG
9/3/15,722.5,729.44,721.91,724.99,298138,CMG
9/4/15,718.36,729.91,718.36,719.23,293880,CMG
9/8/15,731.46,733.825,721.88,732.14,241849,CMG
9/9/15,734,736.0135,717.64,718.83,340339,CMG
9/10/15,718.25,725.8699,718,723.19,220703,CMG
9/11/15,721.22,729.945,714.02,729.06,644230,CMG
9/14/15,728.48,730.5,723.07,726.8,267746,CMG
9/15/15,725.81,733.5,720.7,732.08,296128,CMG
9/16/15,734.75,734.75,725.19,730.01,308734,CMG
9/17/15,728.47,738.99,726.01,730.2,285118,CMG
9/18/15,728.98,731.59,724.118,729.48,521953,CMG
9/21/15,729.3,737.86,725.45,731.19,325385,CMG
9/22/15,724.99,729.53,722,726.97,354243,CMG
9/23/15,727.5,733.22,725.445,731.57,213014,CMG
9/24/15,729.77,731.95,721.61,731.17,405629,CMG
9/25/15,733.83,741.89,728.44,730.28,420108,CMG
9/28/15,730.52,734.5,707.5,708.03,566339,CMG
9/29/15,707.59,721.16,701.73,708.54,483098,CMG
9/30/15,714.89,720.71,710,720.25,355409,CMG
10/1/15,717.6,724.57,714.21,724.43,315051,CMG
10/2/15,717.48,724.45,709.45,724.45,503011,CMG
10/5/15,726.86,729.83,723.52,728.08,426471,CMG
10/6/15,727.16,727.6,711.66,713.25,360694,CMG
10/7/15,713.5,720.69,705.174,720.16,387354,CMG
10/8/15,722,738.47,718.9,734.77,498100,CMG
10/9/15,734.77,738,726.87,732.93,355585,CMG
10/12/15,734.57,750.5,729.205,747.82,433636,CMG
10/13/15,747,757,747,750.42,418769,CMG
10/14/15,739,742.4,710.91,718.56,961670,CMG
10/15/15,718.56,724.94,708.5035,723.81,628614,CMG
10/16/15,728,728.24,720.06,722.7,347393,CMG
10/19/15,723.43,725.169,709.662,718.64,714863,CMG
10/20/15,717.25,720.5,705.63,705.63,2194673,CMG
10/21/15,650.605,666,646.8,665.67,2010902,CMG
10/22/15,666.46,669.1075,650.21,650.62,803111,CMG
10/23/15,657.99,657.99,645.13,649.72,690818,CMG
10/26/15,646.64,668.36,645.95,659.69,671980,CMG
10/27/15,659.68,662.9799,651.56,656.55,388133,CMG
10/28/15,656.89,658.76,652.49,654.89,507177,CMG
10/29/15,649.42,654.84,647.31,648.2,381724,CMG
10/30/15,648,653.267,640.05,640.23,644640,CMG
11/2/15,610,631,608.52,624,2140168,CMG
11/3/15,627.67,631.48,620,623.16,920794,CMG
11/4/15,625.85,626.798,612.1,614.98,1217129,CMG
11/5/15,616.73,619.18,609.46,617.23,835105,CMG
11/6/15,609,613.49,594,612.4,1596566,CMG
11/9/15,613.01,622,606.09,609.29,754153,CMG
11/10/15,623.48,629.65,617.06,628.88,1089788,CMG
11/11/15,631.53,632.979,619.35,621.84,596421,CMG
11/12/15,621.84,624.59,612.96,614.68,593102,CMG
11/13/15,613.6,616.25,592.06,592.89,1215657,CMG
11/16/15,591.23,593.85,583.07,588.74,838799,CMG
11/17/15,589.99,595.39,579.66,583.58,580900,CMG
11/18/15,583.89,594.005,580.78,594,517801,CMG
11/19/15,595.41,614.7,595.01,611.51,1125505,CMG
11/20/15,612,614.7,534.2,536.19,5023617,CMG
11/23/15,534.08,569.0345,532.03,559.29,3662555,CMG
11/24/15,557.02,579.28,553.1605,577.79,1321362,CMG
11/25/15,584.71,585.8,570.1,580.83,1180720,CMG
11/27/15,584.48,584.48,575.78,576.62,312803,CMG
11/30/15,577.5,584.23,577.03,579.55,661146,CMG
12/1/15,583.28,589.15,575,580.74,738620,CMG
12/2/15,582.84,586.58,571.52,574.66,692136,CMG
12/3/15,577.95,578.653,558.51,565.31,1352001,CMG
12/4/15,558.89,568.76,537.17,561.2,2708454,CMG
12/7/15,516.83,553.32,515,551.75,4465773,CMG
12/8/15,532.11,550,521.01,542.24,4056081,CMG
12/9/15,546.6,560.67,543.24,548.01,2110367,CMG
12/10/15,564,579.515,563.31,575.43,2645685,CMG
12/11/15,563,572,562.42,565,1527170,CMG
12/14/15,566.68,567.3404,549.76,558.16,904788,CMG
12/15/15,560.13,564.55,553.571,554.86,915252,CMG
12/16/15,556.15,569.28,554.2,567.83,872049,CMG
12/17/15,575.01,577.7599,554.6,554.89,1144757,CMG
12/18/15,553.78,555.34,540.5,541.08,1506402,CMG
12/21/15,544.25,544.88,508.1,522.01,3097983,CMG
12/22/15,511.375,512.33,494.1101,494.61,4564350,CMG
12/23/15,490.16,501.25,482.234,497.48,2457260,CMG
12/24/15,498.87,501.98,494.3,495.1,894307,CMG
12/28/15,495.97,499,485.76,493.52,957113,CMG
12/29/15,494.1,497.24,489.03,489.94,866403,CMG
12/30/15,490,492.99,482.8,485.79,1060813,CMG
12/31/15,483.11,485.78,477.97,479.85,1196568,CMG
1/4/16,468.7,469,447.5,448.81,2690316,CMG
1/5/16,450,459.88,446.8,449.03,2161255,CMG
1/6/16,437.94,447,423,426.67,3646881,CMG
1/7/16,415.08,425.185,411.61,416,1891978,CMG
1/8/16,419.84,426.29,411.74,413.29,1297183,CMG
1/11/16,416.65,419.915,406.35,411.1,1462535,CMG
1/12/16,415.5,420.799,399.1404,404.26,1658424,CMG
1/13/16,407.8,432.3,406.65,428.28,3552500,CMG
1/14/16,447,463.51,436.5,454.3,3769883,CMG
1/15/16,441.15,476.43,441.15,475.94,3307698,CMG
1/19/16,478.36,478.37,456.1,469.47,2255844,CMG
1/20/16,462.75,472.79,451.09,465.5,1787298,CMG
1/21/16,469.79,475.59,461,461.2,1198866,CMG
1/22/16,466.22,466.33,446.7,450.76,1430310,CMG
1/25/16,447.92,448.915,431.52,442.17,1574437,CMG
1/26/16,442,449.9,440.01,448.15,766957,CMG
1/27/16,448.5,454.49,442.25,442.64,1317122,CMG
1/28/16,446.98,455.98,443.3,453.08,1019961,CMG
1/29/16,455.76,470,451.33,452.97,1534645,CMG
2/1/16,476.12,479,463.01,472.64,2337022,CMG
2/2/16,471,484.2,468.3,475.67,2725202,CMG
2/3/16,459.7,466.64,440.41,461.74,3798713,CMG
2/4/16,460,476.67,456,470.9,1489630,CMG
2/5/16,469.85,475.59,454.445,460.14,1527954,CMG
2/8/16,454.69,461.11,435.865,445,1427272,CMG
2/9/16,441.9,452.02,436.86,440.93,1139016,CMG
2/10/16,443.99,453.8,442.5,448.81,992624,CMG
2/11/16,444,467.78,441.01,461.39,1283293,CMG
2/12/16,466.11,487.98,465.46,480.57,1755087,CMG
2/16/16,484.01,493,478.0007,492.94,1131196,CMG
2/17/16,495.43,514.7998,495.22,514.01,1638884,CMG
2/18/16,515,518.86,502.05,515.93,1128968,CMG
2/19/16,512.2,526.2299,509.5,511.58,1413418,CMG
2/22/16,515,529.3889,514.4896,525.9,1429029,CMG
2/23/16,514,530.85,513.11,525.06,1451668,CMG
2/24/16,519.77,522.87,512.66,514.86,1040268,CMG
2/25/16,514.21,515.85,497.51,505.33,1180899,CMG
2/26/16,507,508,493.11,506.01,1030133,CMG
2/29/16,508,522.5242,506.77,509.16,1426700,CMG
3/1/16,514.25,515.999,506.0339,509.97,855092,CMG
3/2/16,512.8,528.95,512.8,525.69,1207985,CMG
3/3/16,520,530.125,519.27,524.29,1080317,CMG
3/4/16,529.29,541.93,527.3,529,1511938,CMG
3/7/16,522.97,536,520.08,533.69,824912,CMG
3/8/16,536.3,542.5,523.42,524.69,1103675,CMG
3/9/16,512.56,518.612,492.5,506.63,3399266,CMG
3/10/16,509.9,514,498.93,503.68,1309378,CMG
3/11/16,507.37,514.89,504.25,507.85,1314879,CMG
3/14/16,508.87,521.51,508.01,515.73,1150108,CMG
3/15/16,510.99,511.5,499.415,503,1225459,CMG
3/16/16,479.86,506,473.11,500.35,3119649,CMG
3/17/16,494.03,497.42,470.8,471.59,2279943,CMG
3/18/16,469.98,473.415,454.5,455.37,2878500,CMG
3/21/16,455.2,463.418,452.78,462.48,1347683,CMG
3/22/16,462.03,474.12,458.4,471.76,1026833,CMG
3/23/16,472.96,481.63,471,474.46,798231,CMG
3/24/16,471.44,472.35,462.45,471.37,1019248,CMG
3/28/16,474,480.6199,472.49,475.31,738955,CMG
3/29/16,466.45,468.118,453.87,460,1541232,CMG
3/30/16,462,471,454.24,466.15,1068603,CMG
3/31/16,468.95,473.75,462.51,470.97,802354,CMG
4/1/16,459.3,467.9,455.75,464.81,988548,CMG
4/4/16,466.49,473.17,463.01,465,676756,CMG
4/5/16,461.25,470.19,460.23,463.42,629766,CMG
4/6/16,462.09,466.153,454.8,455.25,989354,CMG
4/7/16,455.6,455.92,444.44,450.6,1288314,CMG
4/8/16,451.25,458.745,448.53,451.25,832094,CMG
4/11/16,453.54,456.56,444,444.21,825109,CMG
4/12/16,445.52,447.003,434.0601,444.62,1065081,CMG
4/13/16,442.73,446.64,435.89,444.66,1067745,CMG
4/14/16,460,460.99,452,456.01,1170232,CMG
4/15/16,457.14,469.9799,457,469.29,1271062,CMG
4/18/16,468,468.99,458,460.12,926221,CMG
4/19/16,462.01,464.995,452.5,455.18,648825,CMG
4/20/16,457.11,462.985,454,458,483102,CMG
4/21/16,461,462.795,447.59,448.14,740167,CMG
4/22/16,452.15,453.99,438.26,442.73,921752,CMG
4/25/16,442.7,444.95,438,443.1,977181,CMG
4/26/16,445,447.27,438.7227,445.92,1719146,CMG
4/27/16,425,430,415,417.22,3884596,CMG
4/28/16,417.83,431.42,417.38,423.4,1429111,CMG
4/29/16,422.89,424.74,417.75,420.97,963051,CMG
5/2/16,422,434.15,420.33,433.5,965475,CMG
5/3/16,433.6,447.46,433.275,437.95,1290408,CMG
5/4/16,437.06,438.7,432.1,433.3,674759,CMG
5/5/16,433.83,438.26,430.75,435,609880,CMG
5/6/16,434,435.329,426.03,433.81,734540,CMG
5/9/16,435.05,456.88,435.05,453.17,1420925,CMG
5/10/16,456.63,456.7679,449.01,455.59,781132,CMG
5/11/16,455.97,459.3,450.27,454,1045951,CMG
5/12/16,457.08,461.3,456.345,457.01,1093483,CMG
5/13/16,457.01,464.9,455.12,458.35,899404,CMG
5/16/16,452.07,452.71,438.53,444.56,1492962,CMG
5/17/16,445.03,449.84,444.26,446.08,736507,CMG
5/18/16,444.7,450.2951,441.4,448.61,548979,CMG
5/19/16,447.18,454.37,447.18,450.64,606551,CMG
5/20/16,448.9,450.23,439.81,449.92,1314239,CMG
5/23/16,452.62,467,451.07,456.44,1056754,CMG
5/24/16,460,461.0399,453.39,457.33,651600,CMG
5/25/16,458.5,462.94,455.62,458.04,693693,CMG
5/26/16,452.5,460.77,451.51,452.03,743960,CMG
5/27/16,452.5,453.525,442.65,445.41,1013064,CMG
5/31/16,445,446.925,439.13,441.96,983865,CMG
6/1/16,442.11,443.56,431.3101,432.59,792583,CMG
6/2/16,433.81,444.5441,433.099,443.49,1019904,CMG
6/3/16,440.37,441.23,433.64,433.94,874751,CMG
6/6/16,436.12,446.65,435.0198,445.27,800716,CMG
6/7/16,446.56,447.08,432.52,433.39,944055,CMG
6/8/16,433,434.8718,423,429.2,990189,CMG
6/9/16,426.12,427.2,415.15,415.79,1198363,CMG
6/10/16,412.56,413.87,403.13,405.26,1562710,CMG
6/13/16,400.26,405.4032,393.63,394,1846317,CMG
6/14/16,390.6,395.87,384.77,395.27,1633734,CMG
6/15/16,396.14,402.3478,389.411,390.31,1201254,CMG
6/16/16,393.24,396.6699,389.59,393.55,1072345,CMG
6/17/16,395.5,400.41,393,397.27,1275078,CMG
6/20/16,399.79,401.96,396.69,396.94,936820,CMG
6/21/16,399.37,399.66,387.89,391.96,1050020,CMG
6/22/16,391,396.88,388.18,392.99,864985,CMG
6/23/16,393.25,413.02,393.2,408.89,1575610,CMG
6/24/16,397.25,413.57,396.75,400.73,1701046,CMG
6/27/16,399.56,400.22,386.7,388.78,1196744,CMG
6/28/16,396.39,397.44,389,391.67,722535,CMG
6/29/16,396.43,410.34,395.49,409.49,1016559,CMG
6/30/16,409.49,409.8707,401.57,402.76,1073913,CMG
7/1/16,400,405.285,391.51,393.91,1223426,CMG
7/5/16,395,399.3,391.01,396.38,889114,CMG
7/6/16,393.85,402.06,393.85,401.05,786152,CMG
7/7/16,393.99,395.5628,386.1,390.78,1747843,CMG
7/8/16,393,404.09,392.1,399.71,1070873,CMG
7/11/16,407.01,413,402.09,403.18,1009546,CMG
7/12/16,405.38,410.66,401.13,408.34,709588,CMG
7/13/16,411.4,421.97,411.005,416.63,1420827,CMG
7/14/16,420.94,422.18,412,417.98,1165732,CMG
7/15/16,409.63,411.94,404.1,404.86,1579949,CMG
7/18/16,404.92,410.9,402.26,408.9,750732,CMG
7/19/16,413.91,419.65,413,415.31,909572,CMG
7/20/16,415.24,420.62,414.09,419.68,846918,CMG
7/21/16,419.68,420.16,412.42,418.07,2143500,CMG
7/22/16,414.65,444.13,412.19,442.48,4167945,CMG
7/25/16,443,443.5,435,441.52,1481416,CMG
7/26/16,431.95,439.24,429.85,430.85,1102579,CMG
7/27/16,431.9,434.71,425.64,426.06,696244,CMG
7/28/16,425.56,432.769,421.27,430.55,844628,CMG
7/29/16,428.69,430.53,422.7,423.99,783723,CMG
8/1/16,423.6,426,413.86,414.08,1004923,CMG
8/2/16,412.7,412.7,401.201,402.64,1195531,CMG
8/3/16,402,407.64,400,402.56,785994,CMG
8/4/16,402,404.7699,394.3358,397.2,873215,CMG
8/5/16,399.45,403.64,398.27,401.13,808757,CMG
8/8/16,402.48,404.2558,400.7,401.4,547058,CMG
8/9/16,401.17,404.76,394.36,395.1,655408,CMG
8/10/16,395,397.32,391.2001,395.07,814212,CMG
8/11/16,395.07,399.16,394.2,398.22,677324,CMG
8/12/16,396.71,399,395.62,397.33,793199,CMG
8/15/16,397.33,399.89,394.4,397.48,703540,CMG
8/16/16,398.47,405.26,396.5,400.86,698512,CMG
8/17/16,401,401.884,395.1642,399.18,792015,CMG
8/18/16,396.97,397.81,392.57,394.91,1044792,CMG
8/19/16,393.76,395.01,387.01,388.5,1323767,CMG
8/22/16,389,397.25,388.53,396.04,1104885,CMG
8/23/16,396.02,399,391.96,397,787342,CMG
8/24/16,397,405.5,396.86,403.75,1085554,CMG
8/25/16,403.75,416.9,402.49,413.34,1503964,CMG
8/26/16,413.44,419.23,412.02,418.75,1026300,CMG
8/29/16,420,426.62,419.2,423.02,1179564,CMG
8/30/16,422.46,423.48,412.68,415.15,1221793,CMG
8/31/16,415.25,418.95,412.0006,413.73,1141070,CMG
9/1/16,415.81,415.89,410.64,414.68,793405,CMG
9/2/16,414.25,414.89,408.0501,408.41,1006994,CMG
9/6/16,408.25,415.48,406.0231,414.07,1087634,CMG
9/7/16,431.23,441.2,430,438.45,3223095,CMG
9/8/16,437.55,440.24,434.761,436.31,1236815,CMG
9/9/16,434.83,436.26,426.41,426.55,992495,CMG
9/12/16,423.39,429.7436,422.99,428.9,778025,CMG
9/13/16,424.32,425.13,417.71,421.36,995763,CMG
9/14/16,423.66,424.59,412.11,414.9,875912,CMG
9/15/16,414.9,418.94,411.5804,413.96,1131809,CMG
9/16/16,413.06,414.8887,406.5,409.32,1213942,CMG
9/19/16,409.48,410.6558,401.32,402.76,1139757,CMG
9/20/16,402.76,404.905,395.11,400.42,1490731,CMG
9/21/16,398.3,403.49,395.5,399.75,924212,CMG
9/22/16,404,410.43,403.0595,410.16,959432,CMG
9/23/16,409.18,417.74,408.72,413.81,1041529,CMG
9/26/16,412.73,422.6,408.59,419.88,1070845,CMG
9/27/16,419.5,422.4986,415.43,418.95,644091,CMG
9/28/16,419.81,421.33,413.22,418.31,819303,CMG
9/29/16,418,425.4999,415.42,420.73,905388,CMG
9/30/16,421.36,428.9,418.011,423.5,996508,CMG
10/3/16,423.03,433.95,422.54,430.87,890573,CMG
10/4/16,433.09,434.14,425.33,427.27,655556,CMG
10/5/16,427.95,430.9599,424.4,427.84,628819,CMG
10/6/16,425.9,428.86,423.1,424.49,564275,CMG
10/7/16,426.08,432,425.42,429.91,980473,CMG
10/10/16,433.72,440,429,437.88,1281567,CMG
10/11/16,437.74,437.74,418,423.02,2031257,CMG
10/12/16,423.22,425,417.092,418.52,712979,CMG
10/13/16,414.11,416,408.25,409.81,869874,CMG
10/14/16,411.15,414.95,403.16,404.14,974281,CMG
10/17/16,401.05,401.925,393,394.35,1244549,CMG
10/18/16,395.7,398,389.1001,393.96,1180670,CMG
10/19/16,394.39,406.83,394.39,405.25,916877,CMG
10/20/16,403.79,410.3587,402.0001,405.1,765179,CMG
10/21/16,405.53,415.46,403.38,411.94,1034395,CMG
10/24/16,416.44,417.83,407.93,413.35,1308913,CMG
10/25/16,410.51,417.61,403.785,405.67,2218517,CMG
10/26/16,387.24,388.85,362.82,368.02,6291276,CMG
10/27/16,369.39,373.45,363.58,368.59,1936101,CMG
10/28/16,368.68,373,366.19,370.08,1187432,CMG
10/31/16,370.11,372.51,360.15,360.76,1264481,CMG
11/1/16,360.28,364.78,352.96,359.92,1416781,CMG
11/2/16,361.58,370.6,358.6276,369.63,1600826,CMG
11/3/16,367.32,376.73,366.51,374.71,1356830,CMG
11/4/16,374.59,379,369.76,370.43,1015493,CMG
11/7/16,377.05,386.79,373.67,382.49,1491750,CMG
11/8/16,379.94,381.02,370.79,378.54,1318465,CMG
11/9/16,371.5,380.99,368.9,369.52,2006935,CMG
11/10/16,372.55,396.82,372.4015,391.83,2187877,CMG
11/11/16,390.35,398.95,388.13,397.08,1146396,CMG
11/14/16,398.56,419.3,397.63,414.18,1869860,CMG
11/15/16,412.99,413.2,397.92,400,1230102,CMG
11/16/16,399,408.4947,397.14,402.9,985154,CMG
11/17/16,395.7,407.84,394.1075,402.9,1118698,CMG
11/18/16,407.37,417.37,400.71,411.8,1500654,CMG
11/21/16,410.59,413.5,407.36,412.38,815113,CMG
11/22/16,409.66,411.54,401.65,405.99,877167,CMG
11/23/16,406,414.74,404.7,410.41,617200,CMG
11/25/16,410.93,412.8,405.055,410.28,355646,CMG
11/28/16,406.99,409.885,399.28,399.39,838756,CMG
11/29/16,399.9,402.9595,394.69,395.11,758016,CMG
11/30/16,396.2,402.8599,395.64,396.33,905136,CMG
12/1/16,396.99,406.88,396.94,402.38,926609,CMG
12/2/16,399.84,408.25,398.4,400.03,839346,CMG
12/5/16,400.02,410.83,395.4,396.27,1128907,CMG
12/6/16,379.92,381.77,362.55,366.37,4936986,CMG
12/7/16,368.75,369.9499,362.45,368.06,1600270,CMG
12/8/16,368.15,375.23,366.491,369.06,1354234,CMG
12/9/16,369.03,371.6,366.07,370,1286670,CMG
12/12/16,375.31,384.525,374.25,382.48,2101517,CMG
12/13/16,379,381,375,377.22,1127288,CMG
12/14/16,376.83,385.2,374,375.7,1198801,CMG
12/15/16,376,385.79,375.05,382.35,1117929,CMG
12/16/16,383.05,394.88,383.05,392.07,1375953,CMG
12/19/16,390.54,395.9,389.001,389.5,673329,CMG
